634.314626,0.1884
601.06851,0.2018
601.25906,0.2003
603.846924,0.1974
603.929323,0.1966
633.526657,0.1885
630.592313,0.1885
608.933489,0.1929
629.554867,0.1886
601.832225,0.1999
604.477074,0.1962
604.832671,0.1961
604.309478,0.1966
601.910153,0.1993
631.982004,0.1885
604.961704,0.1956
602.258037,0.1989
612.841188,0.1916
611.406676,0.192
624.148847,0.1891
616.47128,0.1906
608.137721,0.1935
621.738119,0.1894
616.688418,0.1903
608.822527,0.1933
605.414914,0.1954
605.731187,0.1952
608.001999,0.1937
631.32868,0.1885
627.066746,0.1888
606.7516,0.1947
611.717016,0.1917
602.013471,0.1993
606.775512,0.1945
621.18607,0.1895
601.529613,0.2002
611.905185,0.1916
610.990461,0.1923
625.660044,0.1889
623.615717,0.1892
609.264974,0.1927
605.964075,0.195
610.439801,0.1924
603.418497,0.1977
603.360049,0.198
607.046625,0.1943
615.192618,0.1907
628.967471,0.1886
607.352069,0.1942
613.230104,0.1915
611.194023,0.1921
618.68445,0.1901
619.225296,0.1898
627.65913,0.1887
620.567132,0.1897
614.222125,0.1912
601.644889,0.1999
613.726367,0.1912
618.702483,0.1898
613.710808,0.1914
605.298906,0.1956
626.366566,0.1888
625.034479,0.1891
617.123323,0.1902
607.656675,0.194
603.775821,0.1977
618.274309,0.1902
626.03468,0.1888
608.573497,0.1934
607.722223,0.1939
620.945506,0.1896
602.458612,0.1988
628.110539,0.1887
622.912926,0.1893
615.859049,0.1906
619.923339,0.1897
628.644586,0.1887
602.680644,0.1986
614.336463,0.191
609.470801,0.1926
610.212702,0.1925
619.783586,0.1898
614.87437,0.1908
615.522438,0.1906
609.954256,0.1926
623.143056,0.1892
606.345197,0.1948
633.887563,0.1884
602.746323,0.1984
625.105412,0.189
603.170752,0.1983
614.644555,0.1909
602.812076,0.1983
603.255154,0.1981
617.576229,0.1902
606.154568,0.1949
617.744113,0.1902
622.346595,0.1894
622.435932,0.1894
631.930689,0.1885
