601.325112,0.2059
637.338099,0.1884
601.756303,0.2038
601.511525,0.2055
604.674658,0.1971
602.85205,0.2001
601.891904,0.2037
603.635668,0.1986
604.539837,0.1978
606.965345,0.1952
601.911738,0.2027
610.326178,0.1932
615.703845,0.1909
602.091356,0.2023
628.053426,0.1888
610.659326,0.1928
602.32848,0.201
608.568181,0.1939
614.924029,0.1912
606.589506,0.1957
603.072091,0.1995
626.984049,0.1888
612.132843,0.1922
608.942816,0.1937
608.565339,0.1944
620.124264,0.1898
604.035212,0.198
636.561267,0.1884
617.604928,0.1905
625.313619,0.1891
607.250701,0.1949
625.805319,0.1889
634.579856,0.1884
605.12113,0.1968
622.578257,0.1894
602.269306,0.2017
613.128519,0.1918
613.639149,0.1915
609.878191,0.1934
635.704797,0.1884
605.414776,0.1963
609.668077,0.1936
630.787236,0.1886
605.83979,0.1962
602.108129,0.2017
611.045908,0.1926
622.067605,0.1896
602.556535,0.2009
603.312284,0.1995
607.656754,0.1947
603.339904,0.199
626.632422,0.1889
612.492153,0.192
605.989572,0.1959
631.378337,0.1885
618.65363,0.1902
628.590447,0.1887
630.059822,0.1886
605.404611,0.1967
619.702915,0.1899
611.69522,0.1924
633.545007,0.1884
620.829794,0.1897
631.933783,0.1885
635.093904,0.1884
621.581298,0.1896
603.54703,0.1989
629.090429,0.1886
614.874977,0.1914
618.938725,0.19
629.556615,0.1886
623.846013,0.1892
611.3846,0.1924
632.754793,0.1885
606.267517,0.1957
617.932717,0.1903
602.707284,0.2005
616.389337,0.1908
616.201661,0.1908
614.466721,0.1915
612.766867,0.1919
602.00488,0.2026
614.086396,0.1915
601.456775,0.2056
619.418787,0.19
608.195854,0.1947
618.11106,0.1903
604.077282,0.198
608.437225,0.1947
602.661612,0.2005
616.831279,0.1906
616.92949,0.1906
623.685877,0.1892
624.462942,0.1891
624.492917,0.1891
621.076538,0.1897
632.452912,0.1885
633.451461,0.1884
623.095916,0.1893
623.045395,0.1893
