601.130583,0.2014
630.58698,0.1887
601.420595,0.2011
602.535373,0.1991
613.883674,0.1912
601.78127,0.2003
602.488985,0.1997
607.416802,0.1946
603.206459,0.198
606.468061,0.195
614.762527,0.1909
629.761427,0.1887
602.911318,0.1986
603.566505,0.1976
607.635196,0.194
606.297933,0.1954
602.904247,0.1986
605.655149,0.1957
627.516194,0.1888
607.975079,0.1938
603.52578,0.198
602.076391,0.2001
619.092102,0.19
605.971798,0.1954
602.207638,0.1999
610.398525,0.1925
603.658804,0.1973
622.432449,0.1894
619.598629,0.1899
618.700165,0.1901
628.872873,0.1887
613.687989,0.1917
613.019439,0.1917
611.000176,0.1925
604.678251,0.1964
618.150206,0.1901
611.049625,0.1923
628.067099,0.1888
609.519501,0.1931
606.756183,0.1948
626.1546,0.1889
605.517762,0.1959
625.633505,0.1889
604.357348,0.1969
608.341214,0.1936
605.078521,0.1964
601.284578,0.2014
617.552646,0.1903
603.849014,0.1971
624.857032,0.1891
625.299171,0.189
624.190405,0.1892
622.112517,0.1895
611.94346,0.192
626.802923,0.1889
615.551215,0.1909
623.605679,0.1892
622.922282,0.1893
619.993628,0.1898
624.329858,0.1891
615.896107,0.1908
611.831151,0.1922
605.230339,0.196
617.868238,0.1903
605.093978,0.1961
609.396015,0.1933
616.216758,0.1907
617.224661,0.1905
612.675515,0.1918
610.392459,0.1929
603.95505,0.197
628.63173,0.1888
621.071113,0.1896
611.506674,0.1922
612.283468,0.192
616.718899,0.1906
604.507881,0.1967
610.192864,0.1929
609.073046,0.1934
612.342564,0.1918
615.041466,0.1909
616.335678,0.1906
609.014997,0.1936
607.732338,0.194
620.921967,0.1897
621.41893,0.1895
620.401542,0.1898
601.823847,0.2003
608.665138,0.1936
621.737568,0.1895
623.280213,0.1893
604.42579,0.1967
616.967657,0.1905
607.186207,0.1947
620.72808,0.1898
610.056179,0.1931
626.687339,0.1889
613.655567,0.1917
610.033703,0.1931
606.984411,0.1947
