600.036984,0.2041
629.093552,0.1887
601.501536,0.2016
601.030133,0.2022
600.529787,0.2038
604.291764,0.1967
601.614254,0.2007
600.898351,0.2025
604.040198,0.197
601.277197,0.2016
602.375706,0.1995
604.65332,0.1963
600.583394,0.2031
603.088025,0.1981
603.234133,0.1978
612.42511,0.192
605.369789,0.1957
605.357031,0.1962
603.933549,0.1975
600.739563,0.203
602.957406,0.1985
601.74464,0.2001
602.064955,0.1997
606.286559,0.1947
605.842812,0.1956
623.051401,0.1892
626.160516,0.1889
622.189682,0.1894
608.973579,0.1932
625.452498,0.189
612.783482,0.1916
602.414345,0.199
606.195108,0.1952
603.633414,0.1976
601.694508,0.2006
607.427553,0.1941
623.586548,0.1892
628.314908,0.1888
622.560988,0.1893
624.989175,0.189
617.446195,0.1903
617.828457,0.1902
619.649209,0.1898
600.492425,0.2041
608.798779,0.1935
621.468711,0.1895
619.937677,0.1896
610.313103,0.1925
605.930558,0.1952
619.389432,0.19
609.684114,0.1928
624.457864,0.1891
602.71062,0.1987
610.863312,0.1925
613.428714,0.1915
602.045284,0.2001
607.187629,0.1943
615.212285,0.1908
611.028923,0.1923
626.737254,0.1889
615.694766,0.1908
624.114975,0.1891
607.859218,0.194
620.45656,0.1896
620.871391,0.1896
610.108176,0.1927
617.074163,0.1904
614.928239,0.1909
618.9295,0.19
609.644572,0.1931
608.593909,0.1936
606.979542,0.1946
618.370088,0.1902
604.94542,0.1962
609.315715,0.1931
602.566234,0.1989
611.319394,0.1922
606.560902,0.1947
608.391278,0.1938
608.0574,0.1938
615.948921,0.1906
607.039773,0.1944
613.72011,0.1914
616.731504,0.1904
614.688511,0.191
612.166659,0.1921
614.180672,0.1912
613.80045,0.1912
627.146805,0.1889
621.211337,0.1895
612.982447,0.1916
614.308605,0.191
627.370621,0.1888
618.533324,0.19
611.795343,0.1921
616.388435,0.1905
611.528821,0.1921
627.719296,0.1888
628.041137,0.1888
616.280187,0.1906
